country;year;life_ladder;log_gdp_per_capita;social_support;life_expec;freedom_to_make_life_choices;generosity;perceptions_of_corruption;positive_affect;negative_affect;confidence_in_national_government;democratic_quality;delivery_quality;standard_deviation_of_ladder_by_country_year;standard_deviation_mean_of_ladder_by_country_year;gini_index_world_bank_estimate;gini_index_world_bank_estimate_average_2000_15;gini_of_household_income_reported_in_gallup_by_wp5_year;continent;country_code;populacao_2020
Nicaragua;2017;6,47635650634766;8,57531833648682;0,838043689727783;66,2517852783203;0,922162771224976;0,01032670494168997;0,672963321208954;0,849764168262482;0,308447897434235;0,590425193309784;NA;NA;2,65725326538086;0,410300642251968;NA;0,482750000000000;0,442813009023666;Americas;558;6624,554
Niger;2017;4,61567354202271;6,83123159408569;0,582109570503235;51,3259429931641;0,683557569980621;-0,01223627105355263;0,777660012245178;0,731161415576935;0,426522374153137;0,601117253303528;NA;NA;2,78039789199829;0,602381825447083;NA;0,368000000000000;0,659296870231628;Africa;562;24206,636
Nigeria;2017;5,32192802429199;8,58562088012695;0,733468532562256;45,8731575012207;0,825905561447144;0,11330148577690125;0,834891974925995;0,724990546703339;0,235968768596649;0,558790743350983;NA;NA;2,94790315628052;0,553916394710541;NA;0,415500000000000;0,468599230051041;Africa;566;206139,587
Norway;2017;7,57874488830566;11,08178901672363;0,950127661228180;71,0865859985352;0,953016817569733;0,21010403335094452;0,249711379408836;0,849099993705750;0,202913805842400;0,717159748077393;NA;NA;1,62172603607178;0,213983461260796;NA;0,271727272727273;0,328113138675690;Europe;578;5421,242
Pakistan;2017;5,83087062835693;8,51900672912598;0,690263569355011;57,4629974365234;0,712657094001770;0,03032811172306538;0,713928222656250;0,586166977882385;0,308341085910797;0,557435154914856;NA;NA;1,77806794643402;0,304940372705460;NA;0,312571428571429;0,411645054817200;Asia;586;220892,331
Palestinian Territories;2017;4,62813282012939;NA;0,824345111846924;63,0724983215332;0,631611287593842;NA;0,830646336078644;0,596765577793121;0,416072040796280;0,414400935173035;NA;NA;2,52167415618896;0,544857800006866;NA;NA;0,478864818811417;Asia;275;5101,416
Panama;2017;6,56765890121460;10,00271415710449;0,911904811859131;68,0454101562500;0,899573504924774;-0,16408047080039978;0,840777099132538;0,832688808441162;0,242319330573082;0,390996098518372;NA;NA;2,67718768119812;0,407631963491440;NA;0,536750000000000;0,474342674016953;Americas;591;4314,768
Peru;2017;5,71093654632568;9,41334915161133;0,830123364925385;65,4072418212891;0,826552152633667;-0,16674742102622986;0,895384132862091;0,789390861988068;0,393873721361160;0,254595339298248;NA;NA;2,59431409835815;0,454271227121353;NA;0,489187500000000;0,479469627141953;Americas;604;32971,846
Philippines;2017;5,59427022933960;8,93896770477295;0,851028561592102;60,2514915466309;0,925703108310699;-0,14785166084766388;0,711165547370911;0,768981456756592;0,340621501207352;0,837730050086975;NA;NA;2,59718513488770;0,464258074760437;NA;0,418833333333333;0,503399193286896;Asia;608;109581,085
Poland;2017;6,20126819610596;10,21113967895508;0,881854116916656;69,0968017578125;0,830842614173889;-0,13313400745391846;NA;0,677435517311096;0,203387796878815;0,502480447292328;NA;NA;1,62744283676147;0,262437105178833;NA;0,334733333333333;0,260087877511978;Europe;616;37846,605
Portugal;2017;5,71149921417236;10,23670864105225;0,899984836578369;72,1587448120117;0,905065655708313;-0,18259839713573456;0,880970537662506;0,649151086807251;0,294272571802139;0,501088142395020;NA;NA;2,20508670806885;0,386078447103500;NA;0,367000000000000;0,445528090000153;Europe;620;10196,707
Romania;2017;6,08990478515625;10,02889156341553;0,811240136623383;66,8570861816406;0,838586688041687;-0,16442073881626129;0,925658047199249;0,733730375766754;0,230836197733879;0,298341333866119;NA;NA;2,14129805564880;0,351614385843277;NA;0,290928571428571;0,412117600440979;Europe;642;19237,682
Russia;2017;5,57874298095703;10,10368347167969;0,896151304244995;62,9787826538086;0,730874240398407;-0,15856778621673584;0,861590206623077;0,710230231285095;0,194560527801514;0,556597232818604;NA;NA;2,12468862533569;0,380854368209839;NA;0,399250000000000;0,377679735422134;Europe;643;145934,460
Saudi Arabia;2017;6,29428243637085;10,81198787689209;0,840086281299591;64,0837402343750;0,814142167568207;-0,15690541267395020;NA;0,774875700473785;0,305841892957687;NA;NA;NA;2,50892305374146;0,398603498935699;NA;NA;0,451889485120773;Asia;682;34813,867
Senegal;2017;4,68302488327026;7,81198549270630;0,743759334087372;57,9808769226074;0,686937034130096;-0,02906609885394573;0,825241863727570;0,745732069015503;0,290836066007614;0,610722780227661;NA;NA;2,00763750076294;0,428705275058746;NA;0,402333333333333;0,436694502830505;Africa;686;16743,930
Serbia;2017;5,12203121185303;9,56153774261475;0,883770406246185;65,6848754882812;0,684846341609955;-0,08141558617353439;0,851457834243774;0,509721219539642;0,326407074928284;0,511197984218597;NA;NA;2,39450955390930;0,467492192983627;NA;0,305900000000000;0,366129755973816;Europe;688;8737,370
Sierra Leone;2017;4,08956241607666;7,25301837921143;0,652287125587463;44,3865280151367;0,710613548755646;0,08922567963600159;0,848398327827454;0,600368201732635;0,495040029287338;0,737516939640045;NA;NA;2,59525918960571;0,634605586528778;NA;0,371000000000000;0,583586096763611;Africa;694;7976,985
Singapore;2017;6,37843799591064;11,31704998016357;0,897349894046783;75,8124008178711;0,926127851009369;0,12041155248880386;0,161790683865547;0,800114393234253;0,179324552416801;0,926997959613800;NA;NA;1,41807222366333;0,222322806715965;NA;NA;0,564909577369690;Asia;702;5850,343
Slovakia;2017;6,36550903320312;10,31394195556641;0,913386642932892;68,7739105224609;0,714224696159363;-0,07207684218883514;0,920422673225403;0,788020431995392;0,212722480297089;0,341680079698563;NA;NA;1,89752197265625;0,298094302415848;NA;0,267454545454546;0,292588055133820;Europe;703;5459,643
Slovenia;2017;6,16683769226074;10,35351657867432;0,928187847137451;70,9432907104492;0,920862674713135;-0,03347511589527130;0,828794717788696;0,615109682083130;0,285601437091827;0,239779725670815;NA;NA;1,98230063915253;0,321445256471634;NA;0,249090909090909;0,359244138002396;Europe;705;2078,932
South Africa;2017;4,51365518569946;9,40520286560059;0,870313286781311;55,2293090820312;0,787427902221680;-0,13925622403621674;0,864781916141510;0,784800708293915;0,268175244331360;0,423274219036102;NA;NA;2,41956949234009;0,536055445671082;NA;0,622500000000000;0,565037488937378;Africa;710;59308,690
South Korea;2017;5,87388706207275;10,48973464965820;0,806929945945740;74,0416946411133;0,538113713264465;0,00335459387861192;0,850690424442291;0,623377561569214;0,234825626015663;0,358582198619843;NA;NA;2,07572960853577;0,353382617235184;NA;0,319000000000000;0,393612235784531;Asia;410;51269,183
South Sudan;2017;2,81662249565125;NA;0,556822657585144;50,0201721191406;0,456011086702347;NA;0,761269629001617;0,585602164268494;0,517363786697388;0,461550503969193;NA;NA;2,73683762550354;0,971673548221588;NA;0,463000000000000;0,703007578849792;Africa;728;11193,729
Spain;2017;6,23017311096191;10,44522285461426;0,903158187866211;74,4982147216797;0,755560755729675;-0,04215625301003456;0,791268765926361;0,625055611133575;0,302387654781342;0,269585967063904;NA;NA;1,80572175979614;0,289834916591644;NA;0,344545454545455;0,378949552774429;Europe;724;46754,783
Sri Lanka;2017;4,33094549179077;9,37795448303223;0,822770595550537;65,2925338745117;0,827077388763428;0,08457723259925842;0,844210028648376;0,794951617717743;0,269727528095245;0,517589926719666;NA;NA;2,23037600517273;0,514985918998718;NA;0,392250000000000;0,427296966314316;Asia;144;21413,250
Sweden;2017;7,28680467605591;10,77040576934814;0,914016783237457;73,0065460205078;0,934582114219666;0,15548683702945709;0,239366918802261;0,813547790050507;0,175066828727722;0,559461951255798;NA;NA;1,77717685699463;0,243889734148979;NA;0,267454545454545;0,346856117248535;Europe;752;10099,270
Switzerland;2017;7,47359323501587;10,95554828643799;0,949661374092102;73,1737594604492;0,924996912479401;0,16787466406822205;0,316183477640152;0,773997068405151;0,195871487259865;0,819706737995148;NA;NA;1,54461562633514;0,206676438450813;NA;0,327571428571429;0,295817792415619;Europe;756;8654,618
Taiwan;2017;6,35945081710815;NA;0,891119122505188;71,2099990844727;0,759654760360718;NA;0,742780089378357;0,837277293205261;0,114123158156872;0,322822391986847;NA;NA;1,86960220336914;0,293987989425659;NA;NA;0,381671965122223;Asia;158;23816,775
Tajikistan;2017;5,82923412322998;7,95658969879150;0,662693321704865;62,9712486267090;0,832002460956573;0,12493618577718735;0,718336880207062;0,602667689323425;0,277725338935852;0,929793059825897;NA;NA;2,21285057067871;0,379612565040588;NA;0,318750000000000;0,367954313755035;Asia;762;9537,642
Tanzania;2017;3,34712123870850;7,89631366729736;0,705010294914246;56,6654853820801;0,800495505332947;0,10659890621900558;0,653606057167053;0,714645504951477;0,255335688591003;0,913339018821716;NA;NA;2,68366742134094;0,801783740520477;NA;0,384666666666667;0,549375236034393;Africa;834;59734,213
Thailand;2017;5,93889522552490;9,68843746185303;0,877268731594086;66,4187927246094;0,922896802425385;0,20245239138603210;0,883816778659821;0,816321790218353;0,231597617268562;0,605078816413879;NA;NA;2,24372243881226;0,377801328897476;NA;0,402636363636364;0,513357758522034;Asia;764;69799,978
Togo;2017;4,36080503463745;7,25166988372803;0,507805228233337;52,2572746276855;0,716694414615631;-0,03770448639988899;0,725519597530365;0,614188969135284;0,425824254751205;0,484952360391617;NA;NA;2,49483060836792;0,572103202342987;NA;0,437333333333333;0,552189290523529;Africa;768;8278,737
Tunisia;2017;4,12434291839600;9,29428863525391;0,717381596565247;65,8805618286133;0,477956652641296;-0,23353116214275360;0,868826746940613;0,420961886644363;0,377196848392487;0,250827312469482;NA;NA;2,21481752395630;0,537011027336121;NA;0,381000000000000;0,414514333009720;Africa;788;11818,618
Turkey;2017;5,60726213455200;10,11937332153320;0,876467823982239;65,7947311401367;0,644434213638306;-0,24692715704441071;0,670910537242889;0,449800908565521;0,312846124172211;0,586161255836487;NA;NA;1,62632858753204;0,290039688348770;NA;0,403076923076923;0,326897621154785;Asia;792;84339,067
Turkmenistan;2017;5,22914886474609;9,70264053344727;0,908454895019531;60,3926925659180;0,720399200916290;0,04033754020929337;NA;0,520885109901428;0,349627673625946;NA;NA;NA;1,43217813968658;0,273883610963821;NA;NA;0,265776634216309;Asia;795;6031,187
Uganda;2017;4,00051689147949;7,44295120239258;0,739956140518188;51,7634773254395;0,772344112396240;0,07171998172998428;0,815770030021667;0,703375637531281;0,400025725364685;0,655109107494354;NA;NA;2,67337942123413;0,668258488178253;NA;0,433250000000000;0,640636980533600;Africa;800;45741,000
Ukraine;2017;4,31106710433960;8,96785926818848;0,858324885368347;63,1733512878418;0,598875522613525;0,01612500660121441;0,936764001846313;0,597112178802490;0,234763830900192;0,110936529934406;NA;NA;2,25538349151611;0,523161292076111;NA;0,266000000000000;0,421145945787430;Europe;804;43733,759
United Arab Emirates;2017;7,03941965103149;11,12180805206299;0,835527360439301;68,5815505981445;0,962016642093658;0,19111312925815582;NA;0,795034885406494;0,207598447799683;NA;NA;NA;2,03004074096680;0,288381844758987;NA;NA;0,600683748722076;Asia;784;9890,400
United Kingdom;2017;7,10327339172363;10,58457565307617;0,937495291233063;72,0561294555664;0,812733292579651;0,28104600310325623;0,418611347675323;0,758571803569794;0,209572419524193;0,440120846033096;NA;NA;1,61545026302338;0,227423354983330;NA;0,342000000000000;0,372231811285019;Europe;826;67886,004
United States;2017;6,99175930023193;10,89986896514893;0,921002864837646;69,7709197998047;0,868496716022491;0,18165735900402069;0,681191265583038;0,826555311679840;0,268269062042236;0,386535018682480;NA;NA;1,88068795204163;0,268986374139786;NA;0,406800000000000;0,610804378986359;Americas;840;331002,647
Uruguay;2017;6,33600997924805;9,91777133941650;0,913801670074463;68,3803634643555;0,897851645946503;-0,10476215183734894;0,626581966876984;0,835861265659332;0,280323356389999;0,413032114505768;NA;NA;2,28859877586365;0,361205041408539;NA;0,442600000000000;0,399903923273087;Americas;858;3473,727
Uzbekistan;2017;6,42144775390625;8,76277828216553;0,942131102085114;63,1661796569824;0,985177755355835;0,11402945965528488;0,464641600847244;0,838989078998566;0,202737495303154;0,964690446853638;NA;NA;2,36768889427185;0,368715733289719;NA;0,348000000000000;0,445986151695251;Asia;860;33469,199
Vietnam;2017;5,17527866363525;8,74265480041504;NA;66,2457656860352;NA;NA;NA;NA;NA;NA;NA;NA;1,75083601474762;0,338307589292526;NA;0,364285714285714;0,466430068016052;Asia;704;97338,583
Yemen;2017;3,25356006622314;NA;0,789555013179779;54,9810333251953;0,595190763473511;NA;NA;0,455181896686554;0,295063585042953;0,247786983847618;NA;NA;2,17854404449463;0,669587790966034;NA;0,357000000000000;0,374521881341934;Asia;887;29825,968
Zambia;2017;3,93277740478516;8,21166992187500;0,743753910064697;53,8037834167480;0,823168575763702;0,12982152402400970;0,739540636539459;0,684623301029205;0,387188881635666;0,717004060745239;NA;NA;2,65028309822083;0,673896014690399;NA;0,527400000000000;0,612799227237701;Africa;894;18383,956
Zimbabwe;2017;3,63830018043518;7,53818702697754;0,754147052764893;52,6744842529297;0,752826094627380;-0,06600468605756760;0,751208007335663;0,806428372859955;0,224051341414452;0,682646691799164;NA;NA;2,65684795379639;0,730244278907776;NA;0,432000000000000;0,581483781337738;Africa;716;14862,927
